developer,userscore,metascore,genres,rating,summary,publisher,title,release_date
Edmund McMillen,8.30,85,Action|Shooter|Shoot-'Em-Up|Top-Down|,M,"The latest expansion to The Binding of Isaac: Rebirth features: 55+ new items, new final chapter with boss and ending, new playable character, greed hard mode, daily greed runs, 5 new challenges, loads of new achievements, new bosses and other little editions, plus new dev tools! so you can design, edit and play and endless number of mods, features and whole new games that the community will no doubt eventually design.",Nicalis,The Binding of Isaac: Afterbirth +,"Mar 17, 2017"
Vertigo Games,7.20,85,Strategy|Management|Business / Tycoon|,None,"A very addicting game that is just the right amount of frustrating. It also has a ton of content for the price. I can easily see this taking me a 100 hours to complete.  The game is designed very well, and the difficulty builds nicely. The art for the food and the settings is great, but the people don’t look too good. Not that you’ll have much time to look at them. The game seems hard at first but playing in Zen mode is a great way to practice.",Vertigo Games,"Cook, Serve, Delicious! 2!!","Apr 10, 2019"
Finji,8.40,85,Puzzle|Action|General|,E,"Wilmot's Warehouse is a puzzle game about keeping a warehouse running in tip-top shape. You play as Wilmot, a hard working warehouse employee tasked with pushing, sorting and stacking a variety of products. Over time more and more truckloads of these products will arrive, gradually filling up the warehouse. How you arrange them all is entirely up to you - organize by color, type, the Dewey Decimal System, or some wild format that only you understand - it’s all good! Just remember where you put everything, because when the service hatch opens, you'll need to find the things people want quickly, in order to earn the coveted Performance Stars required for all manner of labor-saving upgrades.",Finji,Wilmot's Warehouse,"Aug 29, 2019"
Experience Inc.,8.70,85,Role-Playing|General|,M,"<span class=""blurb blurb_collapsed"">Tokyo. 1979.<br/><br/>When a massive, mysterious structure suddenly rises from the ground, the government sends a team to investigate. You have been selected to join an elite group of underground explorers employed by Cassandra Company. Unfortunately, you are not the only one searching these</span>",Aksys Games,Undernauts: Labyrinth of Yomi,"Oct 28, 2021"
Gambitious,8.60,85,Strategy|Turn-Based|Card Battle|,E,"<span class=""blurb blurb_collapsed"">Monster Train brings a new strategic layer to roguelike deckbuilding, with a tactical twist: defend not one, but three vertical battlegrounds simultaneously<br/> <br/>Monster Train brings a new strategic layer to roguelike deckbuilding, with a tactical twist: defend not one, but three vertical</span>",Gambitious,Monster Train First Class,"Aug 19, 2021"
Saber Interactive,8.30,85,Role-Playing|Action RPG|,M,"AKA ""Switcher 3"".... A whole world to explore, at home and on the go. The Witcher 3: Wild Hunt is a story-driven, open world adventure set in a dark fantasy universe. You are Geralt of Rivia, mercenary monster slayer. At your disposal is every tool of the trade: razor-sharp swords, lethal",Warner Bros. Interactive Entertainment,The Witcher 3: Wild Hunt - Complete Edition,"Oct 15, 2019"
Two Point Studios,8.10,85,Simulation|Strategy|Management|Virtual|Career|Business / Tycoon|,E10+,"Build up a hospital from nothing to a masterpiece as you design the most beautiful - or functional - healthcare operation in the whole of Two Point County. Optimize your hospital design to increase patient (and cash) flow, arranging corridors, rooms and waiting areas to your exact specifications. Expand your hospital to multiple buildings as you look to get as many patients through the door as possible. Place decorative and functional items around your hospital to improve its prestige, lower patient boredom, increase happiness and keep those end of year awards flowing in.",Sega,Two Point Hospital,"Feb 25, 2020"
Vicarious Visions,7.20,85,Sports|Individual|Skate / Skateboard|,T,Tony Hawk 1+2 has to be the greatest video game I've ever purchased in my life. The attention to detail that was put into this remake is just amazing. The game is just how remember it back on the PS1 and the N64 with elements from Tony Hawk Pro Skater 3 and 4 thrown in there too. The levels are recreated to perfection the controls feel absolutely perfect the soundtrack is all here this game just feels like a pipe dream. I will never stop playing this masterpiece,Activision,Tony Hawk's Pro Skater 1 + 2,"Jun 25, 2021"
Team Salvato,8.40,85,Adventure|Visual Novel|,M,"<span class=""blurb blurb_collapsed"">Welcome to the club! Write poems for your crush and experience the terror of school romance in this critically-acclaimed psychological horror story.<br/> <br/>Enter the #1 Psychological Horror Experience!

Welcome to a terrifying world of poetry and romance! Write poems for your crush and erase</span>",Serenity Forge,Doki Doki Literature Club Plus!,"Jun 30, 2021"
Eighting,8.40,85,Strategy|Real-Time|General|,E10+,No mission is too big for the tiny Pikmin. Touch down on a world of rich adventure with Pikmin 3 Deluxe for Nintendo Switch. Command a capable crop of tiny creatures and explore a hostile planet in this exciting blend of action and strategy. Use each Pikmin type's unique skills to overcome,Nintendo,Pikmin 3 Deluxe,"Oct 30, 2020"
Square Enix,8.20,85,Role-Playing|General|Action Adventure|Sandbox|,E10+,"To stop the worshippers of an ancient evil, you must join forces with the mysterious Malroth and build a ravaged world into the realm of your dreams. In this RPG adventure, you’ll explore huge islands, gather and craft with materials, design towns, level them up, and defend them from monsters and bosses alongside townspeople. As you progress, you’ll unearth crafting and building recipes. Dash, glide, explore underwater, fast travel, and play in optional first-person perspective as you try to find them all. In the Isle of Awakening, you and up to three other Builders can explore together in local wireless*; or play online** together too.",Square Enix,Dragon Quest Builders 2,"Jul 12, 2019"
Crackshell,7.50,85,Role-Playing|Action RPG|,T,"Action RPG rogue-lite Heroes of Hammerwatch is finally out on Nintendo Switch™ in its most complete form, as this Ultimate Edition comes with all the DLCs. Encounter endless hordes of enemies, traps, puzzles, secrets and tons of loot, as you battle your way through procedurally generated levels to reach the top of the Forsaken Spire. Upgrade to grant your persistent heroes with various enhancements that will further help you in your quest, and even bring them to your friends' game.",BlitWorks,Heroes of Hammerwatch - Ultimate Edition,"Jul 29, 2020"
Asymmetric Publications,7.90,85,Role-Playing|General|,T,"West of Loathing is a single-player slapstick comedy adventure role-playing game set in the wild west of the Kingdom of Loathing universe. Traverse snake-infested gulches, punch skeletons wearing cowboy hats, grapple with demon cows, and investigate a wide variety of disgusting spittoons. Talk your way out of trouble as a silver-tongued Snake Oiler, plumb the refried mysteries of the cosmos as a wise and subtle Beanslinger, or let your fists do the talking as a fierce Cow Puncher. Explore a vast open world and encounter a colorful cast of characters, some of whom are good, many of whom are bad, and a few of whom are ugly. [Nintendo]",Asymmetric Publications,West of Loathing,"May 31, 2018"
SFB Games,7.90,85,Action|Adventure|General|,T,"This games feels like true nostalgia of old mystery PC games. It is a true upgrade between the art work, the story, the music, and overall",SFB Games,Tangle Tower,"Oct 22, 2019"
DrinkBox Studios,7.49,85,Role-Playing|Action RPG|,T,"<span class=""blurb blurb_collapsed"">When the ancient Calamity re-awakens, who can save the world? Nobody! (That's you, you're Nobody.) Master the art of transformation to become a Slug, Ghost, Dragon, and more in this new take on Action RPGs from the creators of Guacamelee!<br/><br/>Complete quests to discover and swap between 15+</span>",DrinkBox Studios,Nobody Saves the World,"Apr 14, 2022"
Renegade Kid,8.10,85,Action|Miscellaneous|Platformer|Compilation|2D|,E,"Love pixels? Fond of platformers? Is there a special place in your heart for the 8-bit and 16-bit era? Want to have fun? Yes!? Well, you've come to the right place, my friend. Mutant Mudds is a ""12-bit"" action platformer full of pixels and platforming fun! Our hero, Max, may be just a 2D sprite, but he can leap into the third dimension by jetting between the background and the foreground playfields with his trusty jetpack in this unique dimensionally-woven experience. Armed with a heavy-duty water cannon, Max has what he needs to vanquish his long-term nemesi: the Mutant Mudds. Max must blast and hover his way across the soiled landscape to seek out mysterious Water Sprites. Legend says collecting all of the mysterious Water Sprites will wash the filthy Mutant Mudds away for good!",Renegade Kid,Mutant Mudds Collection,"Dec 14, 2017"
Flying Oak Games,8.00,85,Action|Shooter|Shoot-'Em-Up|Top-Down|,E10+,"NeuroVoider is a twin-stick shooter RPG set in a cyber futuristic world about brains shooting around evil robots with nuclear rocket launchers. Battle through the horde of vigilant robots, boost your character with the smoking remains of your victims, and defeat the master NeuroVoider to end this eternal war. Play it coop with up to 4 friends, or go alone in an adventure of hack'n'slash rampage, with a pinch of rogue-lite, and some permadeath. ",Plug In Digital,NeuroVoider,"Sep  7, 2017"
Red Hook Studios,8.00,85,Role-Playing|General|,T,"Darkest Dungeon is a gothic roguelike RPG dungeon crawler about the psychological stresses of adventuring. You will lead a band of four heroes on a perilous side-scrolling descent, dealing with a prodigious number of threats to their bodily health, and worse, a relentless assault on their mental fortitude! Five hundred feet below the earth you will not only fight unimaginable foes, but famine, disease, and the stress of the ever-encroaching dark. Darkest Dungeon focuses on the humanity and psychological vulnerability of the heroes and asks: What emotional toll does a life of adventure take?",Red Hook Studios,Darkest Dungeon,"Jan 18, 2018"
5pb,8.00,85,Action|Adventure|General|Visual Novel|,M,"Follow a group of young, tech-savvy “lab members” who discover the means of changing the past via e-mail using a modified microwave. Their experiments in pushing the boundaries of time begin to spiral out of control as they become entangled in a conspiracy surrounding SERN, the organization behind the Large Hadron Collider, and John Titor, who claims to be from a dystopian future. ",Spike Chunsoft,Steins;Gate Elite,"Feb 19, 2019"
