summary,release_date,publisher,metascore,title,genres,userscore,developer,rating
"<span class=""blurb blurb_collapsed"">Super Meat Boy is a tough as nails platformer where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux.<br/> <br/>Our meaty hero will leap from walls, over seas of buzz saws, through crumbling caves</span>","Nov 30, 2010",Team Meat,87,Super Meat Boy,Action|Platformer|Platformer|2D|2D|,8.2,Team Meat,T
"Improved Match Engine - improved AI, over 100 new animations in 3D mode, new stadiums and crowds, improved pitch degradations and better lighting make for the most immersive pitch-side experience ever. Match Analysis - a match analysis tool that shows you where shots, passes, crosses, headers, tackles, fouls and interceptions have been made on the field for both teams. See this analysis both live in game, and post match, allowing you to pinpoint the weaknesses and strengths of both your team and your opponents. New User Interface - a completely new vibrant look and feel to the game, plus a navigational overhaul. The side menu is replaced by an intuitive tab system, based on extensive consumer feedback and usability studies, which allows you to access all areas of FM 2010 quickly and easily. Tactical Overhaul - a new tactics module makes it much easier to make your team play as you want them to. There are thousands of possible pre-set options and touchline ""shout"" instructions for making instant changes to your teams playing style. Don't worry; the old system is still there for people who love their sliders. News Center - a subscription based newspaper. Get the news about the football world around you that you want, and not the news you don't want. New Data Editor - including a brand new Competition Editor allowing you to add competitions and extra levels for leagues currently in the game, and add completely new competitions and leagues all via a very simple to use editor. Plus, the new editor allows you to keep your game up to date more easily than ever before. [Sega]","Nov  3, 2009",Sega,87,Football Manager 2010,Sports|Traditional|Team|Soccer|Management|Management|,8.8,Sports Interactive,E
"<span class=""blurb blurb_collapsed"">Dive into the next chapter of the Final Fantasy XIV Online with its next expansion pack - Stormblood. Explore vast, new lands, including Ala Mhigo, and challenge new Primal threats across Eorzea as you embark on hundreds of new quests as the Warrior of Light. <br/>FEATURES<br/>
* Level cap</span>","Jun 20, 2017",Square Enix,87,Final Fantasy XIV: Stormblood,Role-Playing|Massively Multiplayer|,9.0,Square Enix,T
"<span class=""blurb blurb_collapsed"">Death Awaits <br/>HITMAN 3 is the dramatic conclusion to the World of Assassination trilogy and takes players around the world on a globetrotting adventure to sprawling sandbox locations. Agent 47 returns as a ruthless professional for the most important contracts of his entire career.</span>","Jan 20, 2021",Io Interactive,87,Hitman 3,Action Adventure|General|,7.4,Io Interactive,M
"The future of sports career modes has arrived, allowing you to play the game the way you like. Build your career in NBA games, hit the courts in The Playground Park, join the Pro-Am circuit, or explore the shops and venues in an all-new open neighborhood setting. Featuring new MyPLAYER upgrade and endorsement systems, our biggest cast of characters to date including NBA players, and so much more.","Sep 14, 2017",2K Games,87,NBA 2K18,Sports|Team|Basketball|Sim|,1.6,Visual Concepts,E10+
"The Director’s Cut is a stand alone release of Harebrained Schemes' Dragonfall campaign, which premiered as a major expansion for Shadowrun Returns. The Director's Cut adds a variety of new content and enhancements to the original game: Five new missions, alternate endings, new music, a redesigned interface, team customization options, a revamped combat system, and more.","Sep 18, 2014",Harebrained Schemes LLC,87,Shadowrun: Dragonfall - Director's Cut,Role-Playing|General|,8.3,Harebrained Schemes LLC,None
"Out of the Park Baseball 6 is the 2004 version of the award-winning baseball simulation that has established itself as the best baseball managing simulation ever created. Vastly improved features, including a brand new game engine, realistic roster and financial rules (40 man rosters, waivers, rule 5 draft, minor league options, minor league free agents, service time etc.), a new ratings system, head to head online play, adjustable computer AI and better in-game AI make OOTP 6 a must-have for baseball fanatics. [OOTPD]","Apr 16, 2004",Out Of The Park Developments,87,Out of the Park Baseball 6,Sports|Traditional|Team|Baseball|Management|Sim|,2.8,Out Of The Park Developments,None
"Once again assume the role Sam Fisher as you defend and assist the U.S. troops who become emroiled in a conflict between East Timor and Indonesian guerillas. Immerse yourself into a deep, tangible, tension-packed techno-thriller without compare. Master your new arsenal of moves and gadgets to save the innocent from a global threat. Conceal yourself in real-time moving shadows for the first time.","Mar 23, 2004",Ubisoft,87,Tom Clancy's Splinter Cell: Pandora Tomorrow,Action Adventure|Modern|General|Modern|,7.9,Ubisoft Shanghai,T
"Провел в ней больше 200 сотен часов. Ни разу не пожалел. Игра довольно проработанная и глубокая,а если вам этой ""глубины"" не хватит, это дело решается модами, которые значительно ее расширяют. Но изюминка игры - это история, как правило, она трагичная. Игра генерит просто тонны душещипательных историй, описывать их занятие бесполезное, в это просто нужно поиграть. Равнодушным она вас не оставит. Просто 10 из 10 белок людоедов.","Oct 17, 2018",Ludeon Studios,87,RimWorld,Sci-Fi|Strategy|Real-Time|General|,8.9,Ludeon Studios,None
"From the medieval battles of Jeanne D'Arc to the fantastic empires of the Incas to the flaming wars of Napoleon, EU II invites you to take the seat as the ruler of a superpower for 400 epic years. The challenge begins in 1419 - the 100 years war between France and England - and ends with the rise and eventual fall of one of Europe's greatest strategists, Napoleon. Take on the role of the Colonizing Might of Spain, the feudal warlords of Samurai Japan as well as the small trading nation of Genoa. [Strategy First]","Nov 12, 2001",Strategy First,87,Europa Universalis II,Strategy|Real-Time|Historic|General|Historic|,8.7,Paradox Development Studio,E
"As the spiritual successor to BioWare's ""Baldur's Gate"", one of the most successful role-playing games in the industry, Dragon Age: Origins represents BioWare's return to its roots, delivering a fusion of the best elements of existing fantasy works with stunning visuals, emotionally-driven narrative, heart-pounding combat, powerful magic abilities and credible digital actors. The spirit of classic RPGs comes of age, as Dragon Age: Origins features a dark and mature story and gameplay. Epic Party-Based Combat – Dragon Age: Origins introduces an innovative, scalable combat system, as players face large-scale battles and use their party’s special abilities to destroy hoardes of enemies and massive creatures. Powerful Magic – Raining down awesome destruction on enemies is even more compelling as players apply ""spell combos,"" a way of combining together different spells to create emergent unique effects. Players develop their characters and gain powerful special abilities (spells, talents and skills) and discover ever-increasing weapons of destruction. With its emotionally compelling story, players choose with whom they wish to forge alliances or crush under their mighty fist, redefining the world with the choices they make and how they wield their power. Players select and play a unique prelude that provides the lens through which the player sees the world and how the world sees the player. The player's choice of Origin determines who they are and where they begin the adventure, as they play through a customized story opening that profoundly impacts the course of every adventure. [BioWare]","Nov  3, 2009",Electronic Arts,91,Dragon Age: Origins,Role-Playing|PC-style RPG|PC-style RPG|Western-Style|,8.8,BioWare,M
